code	regtype	category	numcases	phenotype
INI25388	linear	INI	6302.0	Mean_ICVF_in_uncinate_fasciculus_on_FA_skeleton_(right)
INI25389	linear	INI	6302.0	Mean_ICVF_in_uncinate_fasciculus_on_FA_skeleton_(left)
INI25390	linear	INI	6302.0	Mean_ICVF_in_tapetum_on_FA_skeleton_(right)
INI25391	linear	INI	6302.0	Mean_ICVF_in_tapetum_on_FA_skeleton_(left)
INI25440	linear	INI	6302.0	Mean_ISOVF_in_middle_cerebellar_peduncle_on_FA_skeleton
INI25441	linear	INI	6302.0	Mean_ISOVF_in_pontine_crossing_tract_on_FA_skeleton
INI25442	linear	INI	6302.0	Mean_ISOVF_in_genu_of_corpus_callosum_on_FA_skeleton
INI25443	linear	INI	6302.0	Mean_ISOVF_in_body_of_corpus_callosum_on_FA_skeleton
INI25444	linear	INI	6302.0	Mean_ISOVF_in_splenium_of_corpus_callosum_on_FA_skeleton
INI25445	linear	INI	6302.0	Mean_ISOVF_in_fornix_on_FA_skeleton
INI25446	linear	INI	6302.0	Mean_ISOVF_in_corticospinal_tract_on_FA_skeleton_(right)
INI25447	linear	INI	6302.0	Mean_ISOVF_in_corticospinal_tract_on_FA_skeleton_(left)
INI25448	linear	INI	6302.0	Mean_ISOVF_in_medial_lemniscus_on_FA_skeleton_(right)
INI25449	linear	INI	6302.0	Mean_ISOVF_in_medial_lemniscus_on_FA_skeleton_(left)
INI25450	linear	INI	6302.0	Mean_ISOVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right)
INI25451	linear	INI	6302.0	Mean_ISOVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left)
INI25452	linear	INI	6302.0	Mean_ISOVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(right)
INI25453	linear	INI	6302.0	Mean_ISOVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(left)
INI25454	linear	INI	6302.0	Mean_ISOVF_in_cerebral_peduncle_on_FA_skeleton_(right)
INI25455	linear	INI	6302.0	Mean_ISOVF_in_cerebral_peduncle_on_FA_skeleton_(left)
INI25456	linear	INI	6302.0	Mean_ISOVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)
INI25457	linear	INI	6302.0	Mean_ISOVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)
INI25458	linear	INI	6302.0	Mean_ISOVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right)
INI25459	linear	INI	6302.0	Mean_ISOVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left)
INI25460	linear	INI	6302.0	Mean_ISOVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right)
INI25461	linear	INI	6302.0	Mean_ISOVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left)
INI25462	linear	INI	6302.0	Mean_ISOVF_in_anterior_corona_radiata_on_FA_skeleton_(right)
INI25463	linear	INI	6302.0	Mean_ISOVF_in_anterior_corona_radiata_on_FA_skeleton_(left)
INI25464	linear	INI	6302.0	Mean_ISOVF_in_superior_corona_radiata_on_FA_skeleton_(right)
INI25465	linear	INI	6302.0	Mean_ISOVF_in_superior_corona_radiata_on_FA_skeleton_(left)
INI25466	linear	INI	6302.0	Mean_ISOVF_in_posterior_corona_radiata_on_FA_skeleton_(right)
INI25467	linear	INI	6302.0	Mean_ISOVF_in_posterior_corona_radiata_on_FA_skeleton_(left)
INI25468	linear	INI	6302.0	Mean_ISOVF_in_posterior_thalamic_radiation_on_FA_skeleton_(right)
INI25469	linear	INI	6302.0	Mean_ISOVF_in_posterior_thalamic_radiation_on_FA_skeleton_(left)
INI25470	linear	INI	6302.0	Mean_ISOVF_in_sagittal_stratum_on_FA_skeleton_(right)
INI25471	linear	INI	6302.0	Mean_ISOVF_in_sagittal_stratum_on_FA_skeleton_(left)
INI25472	linear	INI	6302.0	Mean_ISOVF_in_external_capsule_on_FA_skeleton_(right)
INI25473	linear	INI	6302.0	Mean_ISOVF_in_external_capsule_on_FA_skeleton_(left)
INI25474	linear	INI	6302.0	Mean_ISOVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)
INI25475	linear	INI	6302.0	Mean_ISOVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left)
INI25476	linear	INI	6302.0	Mean_ISOVF_in_cingulum_hippocampus_on_FA_skeleton_(right)
INI25477	linear	INI	6302.0	Mean_ISOVF_in_cingulum_hippocampus_on_FA_skeleton_(left)
INI25478	linear	INI	6302.0	Mean_ISOVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right)
INI25479	linear	INI	6302.0	Mean_ISOVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)
INI25482	linear	INI	6302.0	Mean_ISOVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right)
INI25483	linear	INI	6302.0	Mean_ISOVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)
INI25488	linear	INI	6302.0	Weighted-mean_FA_in_tract_acoustic_radiation_(left)
INI25489	linear	INI	6302.0	Weighted-mean_FA_in_tract_acoustic_radiation_(right)
INI25490	linear	INI	6302.0	Weighted-mean_FA_in_tract_anterior_thalamic_radiation_(left)
INI25491	linear	INI	6302.0	Weighted-mean_FA_in_tract_anterior_thalamic_radiation_(right)
INI25492	linear	INI	6302.0	Weighted-mean_FA_in_tract_cingulate_gyrus_part_of_cingulum_(left)
INI25493	linear	INI	6302.0	Weighted-mean_FA_in_tract_cingulate_gyrus_part_of_cingulum_(right)
INI25494	linear	INI	6302.0	Weighted-mean_FA_in_tract_parahippocampal_part_of_cingulum_(left)
INI25495	linear	INI	6302.0	Weighted-mean_FA_in_tract_parahippocampal_part_of_cingulum_(right)
INI25496	linear	INI	6302.0	Weighted-mean_FA_in_tract_corticospinal_tract_(left)
INI25497	linear	INI	6302.0	Weighted-mean_FA_in_tract_corticospinal_tract_(right)
INI25498	linear	INI	6302.0	Weighted-mean_FA_in_tract_forceps_major
INI25499	linear	INI	6302.0	Weighted-mean_FA_in_tract_forceps_minor
INI25500	linear	INI	6302.0	Weighted-mean_FA_in_tract_inferior_fronto-occipital_fasciculus_(left)
INI25501	linear	INI	6302.0	Weighted-mean_FA_in_tract_inferior_fronto-occipital_fasciculus_(right)
INI25502	linear	INI	6302.0	Weighted-mean_FA_in_tract_inferior_longitudinal_fasciculus_(left)
INI25503	linear	INI	6302.0	Weighted-mean_FA_in_tract_inferior_longitudinal_fasciculus_(right)
INI25504	linear	INI	6302.0	Weighted-mean_FA_in_tract_middle_cerebellar_peduncle
INI25505	linear	INI	6302.0	Weighted-mean_FA_in_tract_medial_lemniscus_(left)
INI25506	linear	INI	6302.0	Weighted-mean_FA_in_tract_medial_lemniscus_(right)
INI25507	linear	INI	6302.0	Weighted-mean_FA_in_tract_posterior_thalamic_radiation_(left)
INI25508	linear	INI	6302.0	Weighted-mean_FA_in_tract_posterior_thalamic_radiation_(right)
INI25509	linear	INI	6302.0	Weighted-mean_FA_in_tract_superior_longitudinal_fasciculus_(left)
INI25510	linear	INI	6302.0	Weighted-mean_FA_in_tract_superior_longitudinal_fasciculus_(right)
INI25511	linear	INI	6302.0	Weighted-mean_FA_in_tract_superior_thalamic_radiation_(left)
INI25512	linear	INI	6302.0	Weighted-mean_FA_in_tract_superior_thalamic_radiation_(right)
INI25513	linear	INI	6302.0	Weighted-mean_FA_in_tract_uncinate_fasciculus_(left)
INI25514	linear	INI	6302.0	Weighted-mean_FA_in_tract_uncinate_fasciculus_(right)
INI25515	linear	INI	6302.0	Weighted-mean_MD_in_tract_acoustic_radiation_(left)
INI25516	linear	INI	6302.0	Weighted-mean_MD_in_tract_acoustic_radiation_(right)
INI25517	linear	INI	6302.0	Weighted-mean_MD_in_tract_anterior_thalamic_radiation_(left)
INI25518	linear	INI	6302.0	Weighted-mean_MD_in_tract_anterior_thalamic_radiation_(right)
INI25519	linear	INI	6302.0	Weighted-mean_MD_in_tract_cingulate_gyrus_part_of_cingulum_(left)
INI25520	linear	INI	6302.0	Weighted-mean_MD_in_tract_cingulate_gyrus_part_of_cingulum_(right)
INI25521	linear	INI	6302.0	Weighted-mean_MD_in_tract_parahippocampal_part_of_cingulum_(left)
INI25522	linear	INI	6302.0	Weighted-mean_MD_in_tract_parahippocampal_part_of_cingulum_(right)
INI25523	linear	INI	6302.0	Weighted-mean_MD_in_tract_corticospinal_tract_(left)
INI25524	linear	INI	6302.0	Weighted-mean_MD_in_tract_corticospinal_tract_(right)
INI25525	linear	INI	6302.0	Weighted-mean_MD_in_tract_forceps_major
INI25526	linear	INI	6302.0	Weighted-mean_MD_in_tract_forceps_minor
INI25527	linear	INI	6302.0	Weighted-mean_MD_in_tract_inferior_fronto-occipital_fasciculus_(left)
INI25528	linear	INI	6302.0	Weighted-mean_MD_in_tract_inferior_fronto-occipital_fasciculus_(right)
INI25529	linear	INI	6302.0	Weighted-mean_MD_in_tract_inferior_longitudinal_fasciculus_(left)
INI25530	linear	INI	6302.0	Weighted-mean_MD_in_tract_inferior_longitudinal_fasciculus_(right)
INI25531	linear	INI	6302.0	Weighted-mean_MD_in_tract_middle_cerebellar_peduncle
INI25532	linear	INI	6302.0	Weighted-mean_MD_in_tract_medial_lemniscus_(left)
INI25533	linear	INI	6302.0	Weighted-mean_MD_in_tract_medial_lemniscus_(right)
INI25534	linear	INI	6302.0	Weighted-mean_MD_in_tract_posterior_thalamic_radiation_(left)
INI25535	linear	INI	6302.0	Weighted-mean_MD_in_tract_posterior_thalamic_radiation_(right)
INI25536	linear	INI	6302.0	Weighted-mean_MD_in_tract_superior_longitudinal_fasciculus_(left)
INI25537	linear	INI	6302.0	Weighted-mean_MD_in_tract_superior_longitudinal_fasciculus_(right)
INI25538	linear	INI	6302.0	Weighted-mean_MD_in_tract_superior_thalamic_radiation_(left)
INI25539	linear	INI	6302.0	Weighted-mean_MD_in_tract_superior_thalamic_radiation_(right)
INI25540	linear	INI	6302.0	Weighted-mean_MD_in_tract_uncinate_fasciculus_(left)
INI25541	linear	INI	6302.0	Weighted-mean_MD_in_tract_uncinate_fasciculus_(right)
INI25542	linear	INI	6302.0	Weighted-mean_MO_in_tract_acoustic_radiation_(left)
INI25543	linear	INI	6302.0	Weighted-mean_MO_in_tract_acoustic_radiation_(right)
INI25544	linear	INI	6302.0	Weighted-mean_MO_in_tract_anterior_thalamic_radiation_(left)
INI25545	linear	INI	6302.0	Weighted-mean_MO_in_tract_anterior_thalamic_radiation_(right)
INI25546	linear	INI	6302.0	Weighted-mean_MO_in_tract_cingulate_gyrus_part_of_cingulum_(left)
INI25547	linear	INI	6302.0	Weighted-mean_MO_in_tract_cingulate_gyrus_part_of_cingulum_(right)
INI25548	linear	INI	6302.0	Weighted-mean_MO_in_tract_parahippocampal_part_of_cingulum_(left)
INI25549	linear	INI	6302.0	Weighted-mean_MO_in_tract_parahippocampal_part_of_cingulum_(right)
INI25550	linear	INI	6302.0	Weighted-mean_MO_in_tract_corticospinal_tract_(left)
INI25551	linear	INI	6302.0	Weighted-mean_MO_in_tract_corticospinal_tract_(right)
INI25552	linear	INI	6302.0	Weighted-mean_MO_in_tract_forceps_major
INI25553	linear	INI	6302.0	Weighted-mean_MO_in_tract_forceps_minor
INI25554	linear	INI	6302.0	Weighted-mean_MO_in_tract_inferior_fronto-occipital_fasciculus_(left)
INI25555	linear	INI	6302.0	Weighted-mean_MO_in_tract_inferior_fronto-occipital_fasciculus_(right)
INI25556	linear	INI	6302.0	Weighted-mean_MO_in_tract_inferior_longitudinal_fasciculus_(left)
INI25557	linear	INI	6302.0	Weighted-mean_MO_in_tract_inferior_longitudinal_fasciculus_(right)
INI25558	linear	INI	6302.0	Weighted-mean_MO_in_tract_middle_cerebellar_peduncle
INI25559	linear	INI	6302.0	Weighted-mean_MO_in_tract_medial_lemniscus_(left)
INI25560	linear	INI	6302.0	Weighted-mean_MO_in_tract_medial_lemniscus_(right)
INI25561	linear	INI	6302.0	Weighted-mean_MO_in_tract_posterior_thalamic_radiation_(left)
INI25562	linear	INI	6302.0	Weighted-mean_MO_in_tract_posterior_thalamic_radiation_(right)
INI25563	linear	INI	6302.0	Weighted-mean_MO_in_tract_superior_longitudinal_fasciculus_(left)
INI25564	linear	INI	6302.0	Weighted-mean_MO_in_tract_superior_longitudinal_fasciculus_(right)
INI25565	linear	INI	6302.0	Weighted-mean_MO_in_tract_superior_thalamic_radiation_(left)
INI25566	linear	INI	6302.0	Weighted-mean_MO_in_tract_superior_thalamic_radiation_(right)
INI25567	linear	INI	6302.0	Weighted-mean_MO_in_tract_uncinate_fasciculus_(left)
INI25568	linear	INI	6302.0	Weighted-mean_MO_in_tract_uncinate_fasciculus_(right)
INI25569	linear	INI	6302.0	Weighted-mean_L1_in_tract_acoustic_radiation_(left)
INI25570	linear	INI	6302.0	Weighted-mean_L1_in_tract_acoustic_radiation_(right)
INI25571	linear	INI	6302.0	Weighted-mean_L1_in_tract_anterior_thalamic_radiation_(left)
INI25572	linear	INI	6302.0	Weighted-mean_L1_in_tract_anterior_thalamic_radiation_(right)
INI25573	linear	INI	6302.0	Weighted-mean_L1_in_tract_cingulate_gyrus_part_of_cingulum_(left)
INI25574	linear	INI	6302.0	Weighted-mean_L1_in_tract_cingulate_gyrus_part_of_cingulum_(right)
INI25575	linear	INI	6302.0	Weighted-mean_L1_in_tract_parahippocampal_part_of_cingulum_(left)
INI25576	linear	INI	6302.0	Weighted-mean_L1_in_tract_parahippocampal_part_of_cingulum_(right)
INI25577	linear	INI	6302.0	Weighted-mean_L1_in_tract_corticospinal_tract_(left)
INI25578	linear	INI	6302.0	Weighted-mean_L1_in_tract_corticospinal_tract_(right)
INI25579	linear	INI	6302.0	Weighted-mean_L1_in_tract_forceps_major
INI25580	linear	INI	6302.0	Weighted-mean_L1_in_tract_forceps_minor
INI25581	linear	INI	6302.0	Weighted-mean_L1_in_tract_inferior_fronto-occipital_fasciculus_(left)
INI25582	linear	INI	6302.0	Weighted-mean_L1_in_tract_inferior_fronto-occipital_fasciculus_(right)
INI25583	linear	INI	6302.0	Weighted-mean_L1_in_tract_inferior_longitudinal_fasciculus_(left)
INI25584	linear	INI	6302.0	Weighted-mean_L1_in_tract_inferior_longitudinal_fasciculus_(right)
INI25585	linear	INI	6302.0	Weighted-mean_L1_in_tract_middle_cerebellar_peduncle
INI25586	linear	INI	6302.0	Weighted-mean_L1_in_tract_medial_lemniscus_(left)
INI25587	linear	INI	6302.0	Weighted-mean_L1_in_tract_medial_lemniscus_(right)
INI25588	linear	INI	6302.0	Weighted-mean_L1_in_tract_posterior_thalamic_radiation_(left)
INI25589	linear	INI	6302.0	Weighted-mean_L1_in_tract_posterior_thalamic_radiation_(right)
INI25590	linear	INI	6302.0	Weighted-mean_L1_in_tract_superior_longitudinal_fasciculus_(left)
INI25591	linear	INI	6302.0	Weighted-mean_L1_in_tract_superior_longitudinal_fasciculus_(right)
INI25592	linear	INI	6302.0	Weighted-mean_L1_in_tract_superior_thalamic_radiation_(left)
INI25593	linear	INI	6302.0	Weighted-mean_L1_in_tract_superior_thalamic_radiation_(right)
INI25594	linear	INI	6302.0	Weighted-mean_L1_in_tract_uncinate_fasciculus_(left)
INI25595	linear	INI	6302.0	Weighted-mean_L1_in_tract_uncinate_fasciculus_(right)
INI25596	linear	INI	6302.0	Weighted-mean_L2_in_tract_acoustic_radiation_(left)
INI25597	linear	INI	6302.0	Weighted-mean_L2_in_tract_acoustic_radiation_(right)
INI25598	linear	INI	6302.0	Weighted-mean_L2_in_tract_anterior_thalamic_radiation_(left)
INI25599	linear	INI	6302.0	Weighted-mean_L2_in_tract_anterior_thalamic_radiation_(right)
INI25600	linear	INI	6302.0	Weighted-mean_L2_in_tract_cingulate_gyrus_part_of_cingulum_(left)
INI25601	linear	INI	6302.0	Weighted-mean_L2_in_tract_cingulate_gyrus_part_of_cingulum_(right)
INI25602	linear	INI	6302.0	Weighted-mean_L2_in_tract_parahippocampal_part_of_cingulum_(left)
INI25603	linear	INI	6302.0	Weighted-mean_L2_in_tract_parahippocampal_part_of_cingulum_(right)
INI25604	linear	INI	6302.0	Weighted-mean_L2_in_tract_corticospinal_tract_(left)
INI25605	linear	INI	6302.0	Weighted-mean_L2_in_tract_corticospinal_tract_(right)
INI25606	linear	INI	6302.0	Weighted-mean_L2_in_tract_forceps_major
INI25607	linear	INI	6302.0	Weighted-mean_L2_in_tract_forceps_minor
INI25608	linear	INI	6302.0	Weighted-mean_L2_in_tract_inferior_fronto-occipital_fasciculus_(left)
INI25609	linear	INI	6302.0	Weighted-mean_L2_in_tract_inferior_fronto-occipital_fasciculus_(right)
INI25610	linear	INI	6302.0	Weighted-mean_L2_in_tract_inferior_longitudinal_fasciculus_(left)
INI25611	linear	INI	6302.0	Weighted-mean_L2_in_tract_inferior_longitudinal_fasciculus_(right)
INI25612	linear	INI	6302.0	Weighted-mean_L2_in_tract_middle_cerebellar_peduncle
INI25613	linear	INI	6302.0	Weighted-mean_L2_in_tract_medial_lemniscus_(left)
INI25614	linear	INI	6302.0	Weighted-mean_L2_in_tract_medial_lemniscus_(right)
INI25615	linear	INI	6302.0	Weighted-mean_L2_in_tract_posterior_thalamic_radiation_(left)
INI25616	linear	INI	6302.0	Weighted-mean_L2_in_tract_posterior_thalamic_radiation_(right)
INI25617	linear	INI	6302.0	Weighted-mean_L2_in_tract_superior_longitudinal_fasciculus_(left)
INI25618	linear	INI	6302.0	Weighted-mean_L2_in_tract_superior_longitudinal_fasciculus_(right)
INI25619	linear	INI	6302.0	Weighted-mean_L2_in_tract_superior_thalamic_radiation_(left)
INI25620	linear	INI	6302.0	Weighted-mean_L2_in_tract_superior_thalamic_radiation_(right)
INI25621	linear	INI	6302.0	Weighted-mean_L2_in_tract_uncinate_fasciculus_(left)
INI25622	linear	INI	6302.0	Weighted-mean_L2_in_tract_uncinate_fasciculus_(right)
INI25623	linear	INI	6302.0	Weighted-mean_L3_in_tract_acoustic_radiation_(left)
INI25624	linear	INI	6302.0	Weighted-mean_L3_in_tract_acoustic_radiation_(right)
INI25625	linear	INI	6302.0	Weighted-mean_L3_in_tract_anterior_thalamic_radiation_(left)
INI25626	linear	INI	6302.0	Weighted-mean_L3_in_tract_anterior_thalamic_radiation_(right)
INI25627	linear	INI	6302.0	Weighted-mean_L3_in_tract_cingulate_gyrus_part_of_cingulum_(left)
INI25628	linear	INI	6302.0	Weighted-mean_L3_in_tract_cingulate_gyrus_part_of_cingulum_(right)
INI25629	linear	INI	6302.0	Weighted-mean_L3_in_tract_parahippocampal_part_of_cingulum_(left)
INI25630	linear	INI	6302.0	Weighted-mean_L3_in_tract_parahippocampal_part_of_cingulum_(right)
INI25631	linear	INI	6302.0	Weighted-mean_L3_in_tract_corticospinal_tract_(left)
INI25632	linear	INI	6302.0	Weighted-mean_L3_in_tract_corticospinal_tract_(right)
INI25633	linear	INI	6302.0	Weighted-mean_L3_in_tract_forceps_major
INI25634	linear	INI	6302.0	Weighted-mean_L3_in_tract_forceps_minor
INI25635	linear	INI	6302.0	Weighted-mean_L3_in_tract_inferior_fronto-occipital_fasciculus_(left)
INI25636	linear	INI	6302.0	Weighted-mean_L3_in_tract_inferior_fronto-occipital_fasciculus_(right)
INI25637	linear	INI	6302.0	Weighted-mean_L3_in_tract_inferior_longitudinal_fasciculus_(left)
INI25638	linear	INI	6302.0	Weighted-mean_L3_in_tract_inferior_longitudinal_fasciculus_(right)
INI25639	linear	INI	6302.0	Weighted-mean_L3_in_tract_middle_cerebellar_peduncle
INI25640	linear	INI	6302.0	Weighted-mean_L3_in_tract_medial_lemniscus_(left)
INI25641	linear	INI	6302.0	Weighted-mean_L3_in_tract_medial_lemniscus_(right)
INI25642	linear	INI	6302.0	Weighted-mean_L3_in_tract_posterior_thalamic_radiation_(left)
INI25643	linear	INI	6302.0	Weighted-mean_L3_in_tract_posterior_thalamic_radiation_(right)
INI25644	linear	INI	6302.0	Weighted-mean_L3_in_tract_superior_longitudinal_fasciculus_(left)
INI25645	linear	INI	6302.0	Weighted-mean_L3_in_tract_superior_longitudinal_fasciculus_(right)
INI25646	linear	INI	6302.0	Weighted-mean_L3_in_tract_superior_thalamic_radiation_(left)
INI25647	linear	INI	6302.0	Weighted-mean_L3_in_tract_superior_thalamic_radiation_(right)
INI25648	linear	INI	6302.0	Weighted-mean_L3_in_tract_uncinate_fasciculus_(left)
INI25649	linear	INI	6302.0	Weighted-mean_L3_in_tract_uncinate_fasciculus_(right)
INI25650	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_acoustic_radiation_(left)
INI25651	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_acoustic_radiation_(right)
INI25652	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_anterior_thalamic_radiation_(left)
INI25653	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_anterior_thalamic_radiation_(right)
INI25654	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_cingulate_gyrus_part_of_cingulum_(left)
INI25655	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_cingulate_gyrus_part_of_cingulum_(right)
INI25656	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_parahippocampal_part_of_cingulum_(left)
INI25657	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_parahippocampal_part_of_cingulum_(right)
INI25658	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_corticospinal_tract_(left)
INI25659	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_corticospinal_tract_(right)
INI25660	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_forceps_major
INI25661	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_forceps_minor
INI25662	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_inferior_fronto-occipital_fasciculus_(left)
INI25663	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_inferior_fronto-occipital_fasciculus_(right)
INI25664	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_inferior_longitudinal_fasciculus_(left)
INI25665	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_inferior_longitudinal_fasciculus_(right)
INI25666	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_middle_cerebellar_peduncle
INI25667	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_medial_lemniscus_(left)
INI25668	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_medial_lemniscus_(right)
INI25669	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_posterior_thalamic_radiation_(left)
INI25670	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_posterior_thalamic_radiation_(right)
INI25671	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_superior_longitudinal_fasciculus_(left)
INI25672	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_superior_longitudinal_fasciculus_(right)
INI25673	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_superior_thalamic_radiation_(left)
INI25674	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_superior_thalamic_radiation_(right)
INI25675	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_uncinate_fasciculus_(left)
INI25676	linear	INI	6302.0	Weighted-mean_ICVF_in_tract_uncinate_fasciculus_(right)
INI25677	linear	INI	6302.0	Weighted-mean_OD_in_tract_acoustic_radiation_(left)
INI25678	linear	INI	6302.0	Weighted-mean_OD_in_tract_acoustic_radiation_(right)
INI25679	linear	INI	6302.0	Weighted-mean_OD_in_tract_anterior_thalamic_radiation_(left)
INI25680	linear	INI	6302.0	Weighted-mean_OD_in_tract_anterior_thalamic_radiation_(right)
INI25681	linear	INI	6302.0	Weighted-mean_OD_in_tract_cingulate_gyrus_part_of_cingulum_(left)
INI25682	linear	INI	6302.0	Weighted-mean_OD_in_tract_cingulate_gyrus_part_of_cingulum_(right)
INI25683	linear	INI	6302.0	Weighted-mean_OD_in_tract_parahippocampal_part_of_cingulum_(left)
INI25684	linear	INI	6302.0	Weighted-mean_OD_in_tract_parahippocampal_part_of_cingulum_(right)
INI25685	linear	INI	6302.0	Weighted-mean_OD_in_tract_corticospinal_tract_(left)
INI25686	linear	INI	6302.0	Weighted-mean_OD_in_tract_corticospinal_tract_(right)
INI25687	linear	INI	6302.0	Weighted-mean_OD_in_tract_forceps_major
INI25688	linear	INI	6302.0	Weighted-mean_OD_in_tract_forceps_minor
INI25689	linear	INI	6302.0	Weighted-mean_OD_in_tract_inferior_fronto-occipital_fasciculus_(left)
INI25690	linear	INI	6302.0	Weighted-mean_OD_in_tract_inferior_fronto-occipital_fasciculus_(right)
INI25691	linear	INI	6302.0	Weighted-mean_OD_in_tract_inferior_longitudinal_fasciculus_(left)
INI25692	linear	INI	6302.0	Weighted-mean_OD_in_tract_inferior_longitudinal_fasciculus_(right)
INI25693	linear	INI	6302.0	Weighted-mean_OD_in_tract_middle_cerebellar_peduncle
INI25694	linear	INI	6302.0	Weighted-mean_OD_in_tract_medial_lemniscus_(left)
INI25695	linear	INI	6302.0	Weighted-mean_OD_in_tract_medial_lemniscus_(right)
INI25696	linear	INI	6302.0	Weighted-mean_OD_in_tract_posterior_thalamic_radiation_(left)
INI25697	linear	INI	6302.0	Weighted-mean_OD_in_tract_posterior_thalamic_radiation_(right)
INI25698	linear	INI	6302.0	Weighted-mean_OD_in_tract_superior_longitudinal_fasciculus_(left)
INI25699	linear	INI	6302.0	Weighted-mean_OD_in_tract_superior_longitudinal_fasciculus_(right)
INI25700	linear	INI	6302.0	Weighted-mean_OD_in_tract_superior_thalamic_radiation_(left)
INI25701	linear	INI	6302.0	Weighted-mean_OD_in_tract_superior_thalamic_radiation_(right)
INI25702	linear	INI	6302.0	Weighted-mean_OD_in_tract_uncinate_fasciculus_(left)
INI25703	linear	INI	6302.0	Weighted-mean_OD_in_tract_uncinate_fasciculus_(right)
INI25704	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_acoustic_radiation_(left)
INI25705	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_acoustic_radiation_(right)
INI25706	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_anterior_thalamic_radiation_(left)
INI25707	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_anterior_thalamic_radiation_(right)
INI25708	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_cingulate_gyrus_part_of_cingulum_(left)
INI25709	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_cingulate_gyrus_part_of_cingulum_(right)
INI25710	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_parahippocampal_part_of_cingulum_(left)
INI25711	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_parahippocampal_part_of_cingulum_(right)
INI25712	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_corticospinal_tract_(left)
INI25713	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_corticospinal_tract_(right)
INI25714	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_forceps_major
INI25715	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_forceps_minor
INI25716	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_inferior_fronto-occipital_fasciculus_(left)
INI25717	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_inferior_fronto-occipital_fasciculus_(right)
INI25718	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_inferior_longitudinal_fasciculus_(left)
INI25719	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_inferior_longitudinal_fasciculus_(right)
INI25720	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_middle_cerebellar_peduncle
INI25721	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_medial_lemniscus_(left)
INI25722	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_medial_lemniscus_(right)
