GBE_ID	BETA	SE	Z_STAT	P	AIC	LOCUS	BY_ADJ_P	u95_BETA	l95_BETA	OR	CI	GBE_NAME
HC741	-0.0136051910701186	0.0409859953808543	-0.331947313800605	0.739929042772871	8771.06552700462	DPA1	1.0	0.06672735987635582	-0.09393774201659301	0.9864869412427154	0.99 [0.91, 1.07]	TTE_persistent_mood_[affective]_disorders
HC741	-0.0249659838357399	0.0417038455604244	-0.5986494410825229	0.54940667892568	8769.94434764409	DQA1	1.0	0.05677355346269192	-0.10670552113417173	0.9753430888947764	0.98 [0.9, 1.06]	TTE_persistent_mood_[affective]_disorders
HC741	-0.00761524579526656	0.0419093205577628	-0.18170768921845495	0.855812131311509	8771.0141886569	DQB1	1.0	0.07452702249794854	-0.08975751408848165	0.9924136767250602	0.99 [0.91, 1.08]	TTE_persistent_mood_[affective]_disorders
HC741	-0.00426729163529549	0.0413415179433661	-0.103220487480437	0.91778798010222	8771.11660441866	DRB1	1.0	0.07676208353370206	-0.08529666680429304	0.9957418003163874	1.0 [0.92, 1.08]	TTE_persistent_mood_[affective]_disorders
HC741	-0.0578034562832027	0.0415029430789804	-1.39275559743323	0.163693709769482	8769.308142207808	DRB3	1.0	0.023542312151598882	-0.13914922471800428	0.9438354341323485	0.94 [0.87, 1.02]	TTE_persistent_mood_[affective]_disorders
HC741	-0.00963820222888765	0.0423212051884641	-0.22773931380183896	0.819848907419472	8771.187872644641	DRB4	1.0	0.07331135994050197	-0.09258776439827729	0.9904080963777109	0.99 [0.91, 1.08]	TTE_persistent_mood_[affective]_disorders
HC741	0.025144407522787002	0.0420195775083844	0.598397437903078	0.5495747749175021	8769.97738836355	DRB5	1.0	0.10750277943922042	-0.05721396439364641	1.0254631944322956	1.03 [0.94, 1.11]	TTE_persistent_mood_[affective]_disorders
HC741	0.0342358088213991	0.0390105515446967	0.8776038139879451	0.380158758787584	8770.50206302082	C	1.0	0.11069648984900463	-0.04222487220620643	1.0348285996715818	1.03 [0.96, 1.12]	TTE_persistent_mood_[affective]_disorders
HC741	0.0470548881446097	0.0379136549233734	1.24110662081278	0.214566364046084	8769.729397892099	B	1.0	0.12136565179442156	-0.027255875505202157	1.0481795401309304	1.05 [0.97, 1.13]	TTE_persistent_mood_[affective]_disorders
HC741	0.0254655784707184	0.0399627533937197	0.637232830776881	0.5239731956211731	8770.821377096221	A	1.0	0.10379257512240901	-0.05286141818097222	1.0257925963128458	1.03 [0.95, 1.11]	TTE_persistent_mood_[affective]_disorders
HC740	-0.00502701342833899	0.0204023952413232	-0.246393296908454	0.8053777946199492	28985.2925437423	DPA1	1.0	0.034961681244654486	-0.04501570810133246	0.9949856008574188	0.99 [0.96, 1.04]	TTE_recurrent_depressive_disorder
HC740	0.0031253106384791602	0.0211045471919281	0.148087073845133	0.882274050545812	28985.2908460202	DPB1	1.0	0.04449022313465823	-0.038239601857699916	1.0031301995135302	1.0 [0.96, 1.05]	TTE_recurrent_depressive_disorder
HC741	0.0117371360935605	0.042757570025988	0.27450428278376604	0.783697112799338	8769.70972579988	DPB1	1.0	0.09554197334449697	-0.07206770115737597	1.0118062865533624	1.01 [0.93, 1.1]	TTE_persistent_mood_[affective]_disorders
HC738	-0.0226394887871909	0.0317267885538941	-0.713576438684721	0.475489131150125	14590.849360696102	B	1.0	0.039545016778441536	-0.08482399435282334	0.977614861370756	0.98 [0.92, 1.04]	TTE_bipolar_affective_disorder
HC738	0.0150037893933643	0.030130782481695	0.4979555178322821	0.6185153950642079	14591.228288349499	A	1.0	0.07406012305748651	-0.0440525442707579	1.0151169112857183	1.02 [0.96, 1.08]	TTE_bipolar_affective_disorder
HC72	0.0192649685868839	0.0255823654919672	0.753056576919482	0.451415916623424	19977.5862647649	DPA1	1.0	0.0694064049511396	-0.030876467777371807	1.0194517355193122	1.02 [0.97, 1.07]	chronic_fatigue_syndrome
HC726	-0.00473549737654732	0.0065896614818159215	-0.7186252874468381	0.472371828301829	178315.444367268	C	1.0	0.008180239127811885	-0.017651233880906527	0.9952756974132173	1.0 [0.98, 1.01]	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco
HC726	0.00178343487253881	0.00655615405689626	0.272024552361283	0.7856031408896891	178315.967857405	B	1.0	0.01463349682405548	-0.011066627078977858	1.0017850261383434	1.0 [0.99, 1.01]	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco
HC726	0.00283906221353304	0.00654977458142605	0.43345953028430895	0.6646809606588929	178315.08088816	A	1.0	0.0156766203931281	-0.009998495966062018	1.0028430961673045	1.0 [0.99, 1.02]	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco
HC719	0.00257962107610542	0.0127412141105549	0.202462736574566	0.839554987041198	61455.2849925068	DPA1	1.0	0.027552400732793022	-0.02239315858058218	1.0025829511613906	1.0 [0.98, 1.03]	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol
HC719	-0.0218211452172566	0.0132221446280642	-1.6503483989231795	0.0988716985672359	61455.7067126692	DPB1	1.0	0.00409425825374923	-0.04773654868826244	0.9784152136433336	0.98 [0.95, 1.0]	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol
HC719	0.000136305741949028	0.0126391207908546	0.0107844322563683	0.991395434796804	61459.7061448463	DQA1	1.0	0.024908982492024043	-0.02463637100812599	1.0001363150319988	1.0 [0.98, 1.03]	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol
HC719	0.0157352859048008	0.0124631893211533	1.26254087130763	0.206754229081409	61458.132848902904	DQB1	1.0	0.040163136974261264	-0.008692565164659667	1.0158597374192635	1.02 [0.99, 1.04]	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol
HC719	0.0136184332962214	0.0123967283611101	1.0985505933117	0.271964138169332	61457.9036907378	DRB1	1.0	0.0379160208839972	-0.010679154291554395	1.0137115865457138	1.01 [0.99, 1.04]	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol
HC719	0.0243491306757796	0.0127909071087113	1.9036281374599704	0.0569586315950663	61455.632424660995	DRB3	1.0	0.04941930860885374	-0.0007210472572945457	1.0246479914952817	1.02 [1.0, 1.05]	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol
HC719	-0.009034823819149879	0.0130838011229264	-0.690535092536553	0.489857749411407	61459.1999295938	DRB4	1.0	0.016609426381785863	-0.034679074020085625	0.9910058675628726	0.99 [0.97, 1.02]	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol
HC719	0.0141148584201518	0.0128832955649095	1.09559377482549	0.273256587194299	61456.3628648004	DRB5	1.0	0.03936611772737442	-0.01113640088707082	1.0142149433748455	1.01 [0.99, 1.04]	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol
HC726	-0.00321423741608948	0.00665327171131031	-0.48310629049245	0.629020267799305	178316.16357419698	DRB5	1.0	0.009826175138078727	-0.016254649970257686	0.9967909227148848	1.0 [0.98, 1.01]	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco
HC719	0.0132011324187254	0.0123796695954028	1.06635579544285	0.286262836181273	61458.189255019504	C	1.0	0.03746528482571489	-0.011063019988264087	1.0132886520627233	1.01 [0.99, 1.04]	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol
HC719	0.0176843625366038	0.0124482545372255	1.4206298950363	0.155424382807135	61457.535639750095	A	1.0	0.042082941429565784	-0.006714216356358181	1.017841656723532	1.02 [0.99, 1.04]	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol
HC715	0.0201982008237996	0.0312627126118816	0.6460795988676661	0.518227806823868	13563.7676683772	DPA1	1.0	0.08147311754308753	-0.041076715895488336	1.0204035648126881	1.02 [0.96, 1.08]	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances
HC715	-0.009334346473728241	0.0323089686742636	-0.288908834195123	0.7726511431663199	13564.5172271129	DPB1	1.0	0.0539912321278284	-0.07265992507528489	0.9907090833037409	0.99 [0.93, 1.06]	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances
HC715	0.0563774574142815	0.0293299860810885	1.9221781169079	0.0545833493585271	13561.5846301782	DQA1	1.0	0.11386423013321495	-0.001109315304651963	1.0579969571732835	1.06 [1.0, 1.12]	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances
HC715	0.0434933298014248	0.0293462474802504	1.48207466152854	0.138320430026046	13563.3054343827	DQB1	1.0	0.10101197486271558	-0.014025315259865986	1.044453027579695	1.04 [0.99, 1.11]	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances
HC715	0.0274000461884697	0.0296028147396507	0.925589219452481	0.354659497994145	13563.7646806094	DRB1	1.0	0.08542156307818508	-0.030621470701245674	1.0277788795565113	1.03 [0.97, 1.09]	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances
HC715	-0.0399504156710736	0.0311542465383988	-1.28234254106686	0.199722510925189	13563.3600348675	DRB3	1.0	0.021111907544188048	-0.10101273888633525	0.9608370804330238	0.96 [0.9, 1.02]	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances
HC715	0.0706056506747752	0.0320619703104849	2.20216193799187	0.0276538716046433	13559.738252315401	DRB4	1.0	0.13344711248332558	0.007764188866224805	1.0731579433024447	1.07 [1.01, 1.14]	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances
HC715	0.0529855546303524	0.0321282810609417	1.6491873477403998	0.0991092591774781	13561.1640399654	DRB5	1.0	0.11595698550979812	-0.00998587624909332	1.0544144136033775	1.05 [0.99, 1.12]	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances
HC715	-0.00606816355536046	0.0309776742139932	-0.195888287591951	0.8446976048191841	13565.245613151	C	1.0	0.05464807790406621	-0.06678440501478713	0.9939502105645988	0.99 [0.94, 1.06]	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances
HC715	0.0179401424390125	0.0298436312468548	0.601138054904201	0.547748038767111	13565.092343406499	B	1.0	0.0764336596828479	-0.040553374804822906	1.0181020334613051	1.02 [0.96, 1.08]	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances
HC719	0.00441573202936485	0.0124568441248347	0.354482402213043	0.7229773899538571	61457.301867479815	B	1.0	0.02883114651404086	-0.01999968245531116	1.0044254957400627	1.0 [0.98, 1.03]	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol
HC726	-0.0157759612618702	0.00678196636010576	-2.3261633019400896	0.020009840596217	178310.884690675	DRB4	1.0	-0.0024833071960629113	-0.02906861532767749	0.9843478273984004	0.98 [0.97, 1.0]	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco
HC726	0.00263412394973948	0.0066246067916016	0.397627215109418	0.6909049964101359	178316.19643313	DRB3	1.0	0.015618353261278617	-0.010350105361799656	1.0026375963024305	1.0 [0.99, 1.02]	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco
HC726	-0.0024611657325422803	0.00659267552252676	-0.373318195948312	0.708911635371748	178315.49562675302	DRB1	1.0	0.010460478291610169	-0.015382809756694728	0.9975418604526823	1.0 [0.98, 1.01]	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco
HC72	-0.0026976865510796107	0.0263622408321126	-0.102331458401422	0.918493586173619	19978.1184889396	DPB1	1.0	0.04897230547986108	-0.0543676785820203	0.9973059489354152	1.0 [0.95, 1.05]	chronic_fatigue_syndrome
HC72	-0.0163976469135485	0.0255041318683929	-0.6429407986974089	0.52026251483417	19978.1428626331	DQA1	1.0	0.033590451548501585	-0.06638574537559858	0.9837360626602297	0.98 [0.94, 1.03]	chronic_fatigue_syndrome
HC72	0.0144109607020059	0.0251894845195909	0.5721022473007711	0.56725270673897	19977.1829916906	DQB1	1.0	0.06378235036040407	-0.034960428956392266	1.0145152991996973	1.01 [0.97, 1.07]	chronic_fatigue_syndrome
HC72	-0.000492500203100057	0.0253746323571118	-0.0194091562064356	0.984514706188744	19978.484098202098	DRB1	1.0	0.04924177921683907	-0.05022677962303918	0.9995076210552176	1.0 [0.95, 1.05]	chronic_fatigue_syndrome
HC72	-0.0223774072736059	0.0255025034418941	-0.8774592394268841	0.380237248944313	19977.8975885539	DRB3	1.0	0.027607499472506538	-0.07236231401971834	0.9778711097308396	0.98 [0.93, 1.03]	chronic_fatigue_syndrome
HC72	-0.0719809244606699	0.0262026554417961	-2.7470851044300097	0.00601275301096635	19969.3995438744	DRB4	1.0	-0.02062371979474955	-0.12333812912659026	0.9305486463592068	0.93 [0.88, 0.98]	chronic_fatigue_syndrome
HC72	0.0549482289585174	0.0263966897477734	2.08163332158542	0.0373759753552037	19974.4785347392	DRB5	1.0	0.10668574086415326	0.0032107170528815343	1.056485917883371	1.06 [1.0, 1.11]	chronic_fatigue_syndrome
HC72	-0.00985129331710309	0.0253301135236879	-0.388916271847359	0.697338084745962	19977.5981844021	C	1.0	0.03979572918932519	-0.05949831582353137	0.9901970717232116	0.99 [0.94, 1.04]	chronic_fatigue_syndrome
HC72	-0.0048139370620669895	0.025334309305068	-0.190016510973283	0.849296192354859	19979.0334819526	B	1.0	0.0448413091758663	-0.05446918330000027	0.9951976313622851	1.0 [0.95, 1.05]	chronic_fatigue_syndrome
HC72	0.004267913052581489	0.0251750540414649	0.16952944949202306	0.8653802102519871	19976.2066360961	A	1.0	0.05361101897385269	-0.04507519286868972	1.004277033564061	1.0 [0.96, 1.06]	chronic_fatigue_syndrome
HC729	0.00622649517531241	0.0405229264826665	0.153653640439216	0.8778828401451129	9036.40996088992	DPA1	1.0	0.08565143108133876	-0.07319844073071392	1.0062459200918517	1.01 [0.93, 1.09]	TTE_schizophrenia
HC729	-0.0512723265636131	0.0438196199907013	-1.17007693299242	0.241970010315485	9032.731898127142	DPB1	1.0	0.034614128618161454	-0.13715878174538765	0.9500199196415756	0.95 [0.87, 1.04]	TTE_schizophrenia
HC729	-0.004964215827177179	0.0401077509026097	-0.123771982109677	0.9014958162384672	9034.471850527529	DQA1	1.0	0.07364697594193782	-0.08357540759629219	0.9950480855282664	1.0 [0.92, 1.08]	TTE_schizophrenia
HC729	-0.0462285729604569	0.0423272913078435	-1.09216941439129	0.274758643427658	9033.51118965698	DQB1	1.0	0.03673291800291636	-0.12919006392383015	0.9548236903685248	0.95 [0.88, 1.04]	TTE_schizophrenia
HC729	-0.0261413732882143	0.0415775990179808	-0.628736961865189	0.52952127572324	9035.9577285694	DRB1	1.0	0.05535072078702806	-0.10763346736345665	0.9741973543895786	0.97 [0.9, 1.06]	TTE_schizophrenia
HC729	0.0205745287619045	0.0404676967704548	0.508418575897946	0.6111598282755301	9035.69374082417	DRB3	1.0	0.09989121443199592	-0.05874215690818691	1.0207876434474965	1.02 [0.94, 1.11]	TTE_schizophrenia
HC729	0.0476317438473685	0.0414980722820942	1.1478061805757902	0.251048585290141	9034.559770966222	DRB4	1.0	0.12896796552027312	-0.033704477825536136	1.048784362907132	1.05 [0.97, 1.14]	TTE_schizophrenia
HC729	-0.0247349865808998	0.0401412130764851	-0.616199279622409	0.537763003831068	9035.04618440305	DRB5	1.0	0.05394179104901099	-0.1034117642108106	0.9755684164948649	0.98 [0.9, 1.06]	TTE_schizophrenia
HC729	0.015369068791316004	0.039168260444541	0.392385789332599	0.694773184366305	9036.13488604725	C	1.0	0.09213885926261635	-0.061400721679984345	1.0154877803112068	1.02 [0.94, 1.1]	TTE_schizophrenia
HC729	0.00998930554044247	0.0391771300154175	0.25497798170798497	0.7987401053382841	9034.93264300556	B	1.0	0.08677648037066077	-0.06679786928977582	1.0100393652012654	1.01 [0.94, 1.09]	TTE_schizophrenia
HC729	0.0169557801235086	0.0394575793728863	0.429721751637912	0.6673980587245129	9036.07038184271	A	1.0	0.09429263569436573	-0.06038107544734854	1.0171003452791607	1.02 [0.94, 1.1]	TTE_schizophrenia
HC726	-0.0021275329439495107	0.00658826836343119	-0.322927486645593	0.7467501592641999	178310.799888311	DPA1	1.0	0.010785473048375621	-0.015040538936274642	0.9978747286501081	1.0 [0.99, 1.01]	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco
HC726	-0.009125061890610173	0.00683599182740509	-1.3348555880403998	0.181923615823776	178313.87689994302	DPB1	1.0	0.004273482091103804	-0.02252360587232415	0.9909164451392921	0.99 [0.98, 1.0]	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco
HC726	-0.00121103158575619	0.00656803450269328	-0.18438264678110305	0.853713282292622	178316.323921635	DQA1	1.0	0.011662316039522638	-0.014084379211035017	0.9987897014170682	1.0 [0.99, 1.01]	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco
HC726	-0.00731628177874203	0.0066607643603230895	-1.0984147438578902	0.272023427174367	178314.98601304198	DQB1	1.0	0.005738816367491226	-0.020371379924975286	0.9927104170590387	0.99 [0.98, 1.01]	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco
HC744	-0.00161711058840036	0.0221710198450424	-0.0729380335096295	0.941855428166494	24757.4005679537	A	1.0	0.04183808830788274	-0.045072309484683465	0.9983841962304087	1.0 [0.96, 1.04]	TTE_phobic_anxiety_disorders
HC715	0.0192528251352304	0.0301069062825171	0.6394820163375721	0.522509409079527	13564.4283980045	A	1.0	0.07826236144896391	-0.039756711178503115	1.0194393559316146	1.02 [0.96, 1.08]	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances
HC744	0.0059722339200902795	0.0222002354216101	0.269016693141768	0.7879168367771969	24755.244120283598	B	1.0	0.049484695346446075	-0.03754022750626551	1.005990103264679	1.01 [0.96, 1.05]	TTE_phobic_anxiety_disorders
HC744	0.00397220398369882	0.0226769936858789	0.17516448779417998	0.8609503875131801	24757.3332992394	DRB5	1.0	0.04841911160802146	-0.040474703640623826	1.0039801036421645	1.0 [0.96, 1.05]	TTE_phobic_anxiety_disorders
HC754	-0.040893487196245006	0.0361887454373907	-1.13000566065474	0.2584738392513289	10969.7385406333	DQB1	1.0	0.030036453861040764	-0.11182342825353078	0.9599313694843685	0.96 [0.89, 1.03]	TTE_mental_and_behavioural_disorders_associated_with_the_puerperium,_not_elsewhere_classified
HC754	-0.0269772979927361	0.0352387351682137	-0.765558067392565	0.443939303038781	10969.9162617318	DRB1	1.0	0.04209062293696275	-0.09604521892243495	0.9733833390291402	0.97 [0.91, 1.04]	TTE_mental_and_behavioural_disorders_associated_with_the_puerperium,_not_elsewhere_classified
HC754	0.0580049728612295	0.034485316835845	1.6820194269155602	0.0925650728731559	10965.3773557943	DRB3	1.0	0.1255961938594857	-0.009586248137026694	1.059720265539007	1.06 [0.99, 1.13]	TTE_mental_and_behavioural_disorders_associated_with_the_puerperium,_not_elsewhere_classified
HC754	0.0251089059742497	0.0350173944204841	0.7170409560673	0.4733488258632601	10969.4615868732	DRB4	1.0	0.09374299903839853	-0.04352518708989914	1.025426789547144	1.03 [0.96, 1.1]	TTE_mental_and_behavioural_disorders_associated_with_the_puerperium,_not_elsewhere_classified
HC754	0.0079167469801372	0.0347909206809921	0.227552097650077	0.819994463464757	10971.0100115429	DRB5	1.0	0.07610695151488171	-0.06027345755460732	1.0079481672823078	1.01 [0.94, 1.08]	TTE_mental_and_behavioural_disorders_associated_with_the_puerperium,_not_elsewhere_classified
HC754	-0.0433848888131898	0.0359770709588443	-1.2059038620131002	0.227854561361544	10965.9363720759	C	1.0	0.02713017026614504	-0.11389994789252464	0.9575427716320734	0.96 [0.89, 1.03]	TTE_mental_and_behavioural_disorders_associated_with_the_puerperium,_not_elsewhere_classified
HC754	-0.073340398508616	0.0383729592108825	-1.9112520904516697	0.0559721926606393	10967.0941796917	B	1.0	0.0018706015447136903	-0.14855139856194569	0.9292844491404895	0.93 [0.86, 1.0]	TTE_mental_and_behavioural_disorders_associated_with_the_puerperium,_not_elsewhere_classified
HC754	0.00786092099919769	0.0337377309511689	0.23300087995174806	0.8157607224702309	10970.9207716917	A	1.0	0.07398687366348873	-0.05826503166509335	1.0078918991577592	1.01 [0.94, 1.08]	TTE_mental_and_behavioural_disorders_associated_with_the_puerperium,_not_elsewhere_classified
HC753	0.0548386341499609	0.0276739672940553	1.98159640673352	0.047524429671895	18043.4950777856	DPA1	1.0	0.10907961004630928	0.0005976582536125138	1.056370138855964	1.06 [1.0, 1.12]	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease
HC753	0.0446624653301111	0.0273718066345891	1.63169592443607	0.102743559058058	18044.489450104098	DPB1	1.0	0.09831120633390572	-0.008986275673683534	1.0456748488204202	1.05 [0.99, 1.1]	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease
HC753	0.00875679745587027	0.0266722513299848	0.328311148074175	0.742676415976581	18047.6216971744	DQA1	1.0	0.06103441006264048	-0.04352081515089994	1.008795250366207	1.01 [0.96, 1.06]	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease
HC754	0.004654584444889511	0.0337913668593116	0.13774478150791	0.8904421261827591	10970.7213183074	DQA1	1.0	0.07088566348914024	-0.061576494599361216	1.0046654338496925	1.0 [0.94, 1.07]	TTE_mental_and_behavioural_disorders_associated_with_the_puerperium,_not_elsewhere_classified
HC753	0.0314847099362151	0.0259758835504083	1.21207464897648	0.225483806891234	18046.051093468603	DQB1	1.0	0.08239744169501537	-0.01942802182258517	1.0319855963494202	1.03 [0.98, 1.09]	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease
HC753	0.0063495170559300295	0.0271117291593179	0.234198158981969	0.8148311442008759	18047.624427373	DRB3	1.0	0.05948850620819311	-0.04678947209633305	1.0063697179720732	1.01 [0.95, 1.06]	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease
HC753	0.0168999737479802	0.0276397857542062	0.6114364958638779	0.5409106476506379	18044.6184067211	DRB4	1.0	0.07107395382622435	-0.037274006330263953	1.0170435861791165	1.02 [0.96, 1.07]	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease
HC753	-0.00912666500095745	0.0271290426243314	-0.3364167739842009	0.7365566020720979	18045.5566510177	DRB5	1.0	0.0440462585427321	-0.062299588544647	0.9909148565921589	0.99 [0.94, 1.05]	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease
HC753	0.0187620223760919	0.0261866694320806	0.7164722655836129	0.4736997868056189	18046.3315633508	C	1.0	0.07008789446296987	-0.032563849710786075	1.0189391350478854	1.02 [0.97, 1.07]	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease
HC753	0.0198160467493668	0.0262076894482762	0.756115749481691	0.449579799990952	18046.5919538735	B	1.0	0.07118311806798816	-0.03155102456925455	1.0200136879340929	1.02 [0.97, 1.07]	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease
HC753	0.0187880170352977	0.0263913968972246	0.7118993022030391	0.476527134298303	18047.234671372902	A	1.0	0.07051515495385792	-0.03293912088326252	1.0189656223677153	1.02 [0.97, 1.07]	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease
HC751	0.0320883461043041	0.0412292802339026	0.778290232627395	0.436397932321816	8332.86378320238	DPA1	1.0	0.11289773536275319	-0.048721043154144994	1.0326087282338738	1.03 [0.95, 1.12]	TTE_eating_disorders
HC751	-0.0062824524163233786	0.0420016241657009	-0.149576416177109	0.881098815992636	8336.227954704309	DPB1	1.0	0.07604073094845039	-0.08860563578109713	0.9937372409254487	0.99 [0.92, 1.08]	TTE_eating_disorders
HC751	-0.019058986021743	0.0411795324457623	-0.4628266735870711	0.643488610294944	8336.33893675657	DQA1	1.0	0.06165289757195111	-0.0997708696154371	0.981121488082511	0.98 [0.91, 1.06]	TTE_eating_disorders
HC751	-0.0361575307582386	0.0431302016373095	-0.8383343778982191	0.40184293340416105	8335.98830723766	DQB1	1.0	0.048377664450888015	-0.12069272596736522	0.9644883449348624	0.96 [0.89, 1.05]	TTE_eating_disorders
HC751	0.0153743844911284	0.039729505247767	0.38697649002292894	0.6987736128841451	8336.206694857521	DRB1	1.0	0.09324421477675171	-0.06249544579449492	1.0154931783537573	1.02 [0.94, 1.1]	TTE_eating_disorders
HC753	0.0352977301567364	0.0257176846414248	1.37250808729027	0.16990532301482	18045.8883459257	DRB1	1.0	0.085704392053929	-0.015108931740456202	1.0359280899227457	1.04 [0.99, 1.09]	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease
HC751	0.0557238381275841	0.0410784444437002	1.35652259675889	0.174932950670474	8334.38210723491	DRB3	1.0	0.1362375892372365	-0.024789912982068292	1.0573056559053402	1.06 [0.98, 1.15]	TTE_eating_disorders
HC754	0.0166659249235109	0.0348761805085077	0.477859808055684	0.632749989519083	10970.7721472746	DPB1	1.0	0.085023238720186	-0.05169138887316419	1.0168055761774044	1.02 [0.95, 1.09]	TTE_mental_and_behavioural_disorders_associated_with_the_puerperium,_not_elsewhere_classified
HC76	0.0245941995733723	0.025885196027746	0.950126070013537	0.34204819799563296	18797.6456051111	A	1.0	0.07532918378775445	-0.026140784641009853	1.024899131621038	1.02 [0.97, 1.08]	fracture_foot
HC789	0.0448072910497907	0.0235571427208033	1.90206815745194	0.0571622447026621	20504.1783347634	C	1.0	0.09097929078256517	-0.001364708682983766	1.0458263003997288	1.05 [1.0, 1.1]	TTE_meningitis_due_to_other_and_unspecified_causes
HC789	0.0335342848640378	0.0236436676086229	1.41831992477376	0.15609738210957502	20504.8693164189	B	1.0	0.07987587337693867	-0.01280730364886308	1.0341028971957478	1.03 [0.99, 1.08]	TTE_meningitis_due_to_other_and_unspecified_causes
HC789	-0.000397364685544372	0.0251298213773893	-0.0158124755276575	0.987383995649742	20506.341387437802	A	1.0	0.04885708521413866	-0.0496518145852274	0.9996027142533461	1.0 [0.95, 1.05]	TTE_meningitis_due_to_other_and_unspecified_causes
HC77	-0.008252016606747091	0.0162823692725841	-0.506806869970802	0.612290335529005	41977.0288755062	DPA1	1.0	0.02366142716751774	-0.04016546038101192	0.9917819378206013	0.99 [0.96, 1.02]	allergy_or_anaphylactic_reaction_to_drug
HC77	0.018186203542546003	0.0167390968242568	1.08645070480698	0.277279638973646	41975.7505784032	DPB1	1.0	0.050994833318089336	-0.014622426232997327	1.018352579594733	1.02 [0.99, 1.05]	allergy_or_anaphylactic_reaction_to_drug
HC77	0.0443548812269503	0.0156668364550532	2.83113194895477	0.00463835817863946	41969.655186650496	DQA1	1.0	0.07506188067885457	0.013647881775046028	1.0453532653193698	1.05 [1.01, 1.08]	allergy_or_anaphylactic_reaction_to_drug
HC77	0.0327900033470883	0.0157918039441652	2.07639377128941	0.0378575468659165	41973.0503578291	DQB1	1.0	0.06374193907765209	0.0018380676165245073	1.0333335198749176	1.03 [1.0, 1.07]	allergy_or_anaphylactic_reaction_to_drug
HC77	0.0374685455123053	0.0155315292061715	2.41241831470253	0.0158470879945756	41971.8656133694	DRB1	1.0	0.06791034275640144	0.007026748268209159	1.0381793411689286	1.04 [1.01, 1.07]	allergy_or_anaphylactic_reaction_to_drug
HC77	0.009384371301813773	0.0164050124108087	0.572042926077319	0.567292893686986	41976.7444100421	DRB3	1.0	0.04153819562699882	-0.02276945302337128	1.0094285425792786	1.01 [0.98, 1.04]	allergy_or_anaphylactic_reaction_to_drug
HC77	0.0143948445412963	0.0167768498827708	0.8580183194032951	0.39088234781891495	41976.338343753	DRB4	1.0	0.04727747031152707	-0.018487781228934467	1.0144989492398429	1.01 [0.98, 1.05]	allergy_or_anaphylactic_reaction_to_drug
HC77	-0.0326888000503149	0.016254808207123998	-2.01102342357926	0.0443229826395308	41970.9626206196	DRB5	1.0	-0.0008293759643518694	-0.06454822413627793	0.9678397043957885	0.97 [0.94, 1.0]	allergy_or_anaphylactic_reaction_to_drug
