#GBE_ID	GBE_NAME	FIELD	TABLE	BASKET	APP_ID	N	N_GBE	N_NBW	N_AFR	N_EAS	N_SAS	SOURCE	DATE	PATH
HC1215	TTE_gout	NA	NA	NA	24983	17029	11663	749	145	30	288	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1215.phe
HC1200	TTE_granulomatous_disorders_of_skin_and_subcutaneous_tissue	NA	NA	NA	24983	1758	1206	81	13	3	19	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1200.phe
HC172	gynaecological_disorder_(not_cancer)	NA	NA	NA	24983	849	568	42	10	1	5	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC172.phe
HC1383	TTE_haemorrhage_in_early_pregnancy	NA	NA	NA	24983	1552	985	74	30	4	25	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1383.phe
HC61	haemorrhoids_/_piles	NA	NA	NA	24983	33223	21887	1580	433	117	611	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC61.phe
HC1113	TTE_haemorrhoids_and_perianal_venous_thrombosis	NA	NA	NA	24983	33766	22706	1601	306	85	667	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1113.phe
HC49	hayfever/allergic_rhinitis	NA	NA	NA	24983	31878	21881	1438	393	171	435	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC49.phe
HC323	head_injury	NA	NA	NA	24983	7901	5223	429	73	5	98	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC323.phe
HC443	headaches_(not_migraine)	NA	NA	NA	24983	4641	3077	229	67	9	64	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC443.phe
HC88	heart/cardiac_problem	NA	NA	NA	24983	1842	1229	79	13	0	28	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC88.phe
HC193	heart_arrhythmia	NA	NA	NA	24983	2813	1970	149	23	1	14	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC193.phe
HC326	heart_attack/myocardial_infarction	NA	NA	NA	24983	20957	13964	881	149	14	571	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC326.phe
HC966	TTE_heart_failure	NA	NA	NA	24983	10245	6818	432	110	6	245	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC966.phe
HC231	heart_valve_problem/heart_murmur	NA	NA	NA	24983	3595	2424	186	25	3	22	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC231.phe
HC386	helicobacter_pylori	NA	NA	NA	24983	3527	2124	248	84	5	81	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC386.phe
HC840	TTE_hemiplegia	NA	NA	NA	24983	2652	1738	109	55	4	52	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC840.phe
HC438	hepatitis	NA	NA	NA	24983	2234	1296	180	73	30	39	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC438.phe
HC528	TTE_herpesviral_[herpes_simplex]_infections	NA	NA	NA	24983	4640	3171	239	37	5	31	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC528.phe
HC310	hiatus_hernia	NA	NA	NA	24983	69675	47691	3001	590	56	932	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC310.phe
HC269	high_cholesterol	NA	NA	NA	24983	67313	45228	2910	718	112	1565	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC269.phe
HC853	TTE_hordeolum_and_chalazion	NA	NA	NA	24983	12628	8425	596	133	22	319	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC853.phe
HC1325	TTE_hydrocele_and_spermatocele	NA	NA	NA	24983	2281	1535	107	30	1	25	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1325.phe
HC657	TTE_hyperfunction_of_pituitary_gland	NA	NA	NA	24983	782	500	42	16	2	21	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC657.phe
HC656	TTE_hyperparathyroidism_and_other_disorders_of_parathyroid_gland	NA	NA	NA	24983	1762	1171	88	31	1	33	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC656.phe
HC1322	TTE_hyperplasia_of_prostate	NA	NA	NA	24983	25885	17944	1093	224	37	411	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1322.phe
HC215	hypertension	NA	NA	NA	24983	171859	114772	7648	2919	306	3185	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC215.phe
HC934	TTE_hypertensive_renal_disease	NA	NA	NA	24983	2098	1289	81	54	2	88	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC934.phe
HC308	hypertrophic_cardiomyopathy_(hcm_/_hocm)	NA	NA	NA	24983	2083	1381	106	47	2	28	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC308.phe
HC1199	TTE_hypertrophic_disorders_of_skin	NA	NA	NA	24983	5074	3325	246	93	8	105	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1199.phe
HC1336	TTE_hypertrophy_of_breast	NA	NA	NA	24983	2047	1365	71	32	2	37	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1336.phe
HC658	TTE_hypofunction_and_other_disorders_of_pituitary_gland	NA	NA	NA	24983	1065	697	55	21	3	21	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC658.phe
HC997	TTE_hypotension	NA	NA	NA	24983	10632	7145	463	95	14	190	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC997.phe
HC219	hypothyroidism/myxoedema	NA	NA	NA	24983	32208	21489	1582	194	33	629	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC219.phe
HC1137	TTE_impetigo	NA	NA	NA	24983	1462	1016	68	9	1	14	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1137.phe
HC549	TTE_infectious_mononucleosis	NA	NA	NA	24983	3275	2373	140	8	0	10	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC549.phe
HC379	infective/viral_hepatitis	NA	NA	NA	24983	1185	725	114	11	11	8	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC379.phe
HC95	inflammatory_bowel_disease	NA	NA	NA	24983	6303	4216	284	36	3	128	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC95.phe
HC1341	TTE_inflammatory_disease_of_cervix_uteri	NA	NA	NA	24983	2056	1392	76	16	5	21	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1341.phe
HC1323	TTE_inflammatory_diseases_of_prostate	NA	NA	NA	24983	4105	2796	174	37	4	69	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1323.phe
HC1335	TTE_inflammatory_disorders_of_breast	NA	NA	NA	24983	1953	1305	111	12	0	20	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1335.phe
HC1010	TTE_influenza,_virus_not_identified	NA	NA	NA	24983	10896	7185	525	105	15	334	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1010.phe
HC1094	TTE_inguinal_hernia	NA	NA	NA	24983	26819	18903	1142	170	19	334	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1094.phe
HC648	TTE_insulin-dependent_diabetes_mellitus	NA	NA	NA	24983	4425	2783	186	119	3	154	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC648.phe
HC1228	TTE_internal_derangement_of_knee	NA	NA	NA	24983	21830	14732	1002	253	27	349	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1228.phe
HC1132	TTE_intestinal_malabsorption	NA	NA	NA	24983	4103	2849	208	18	0	38	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1132.phe
HC970	TTE_intracerebral_haemorrhage	NA	NA	NA	24983	1382	942	70	20	4	18	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC970.phe
HC868	TTE_iridocyclitis	NA	NA	NA	24983	2690	1779	106	63	5	66	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC868.phe
HC607	TTE_iron_deficiency_anaemia	NA	NA	NA	24983	22095	13973	1002	466	39	847	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC607.phe
HC113	irregular_heart_beat	NA	NA	NA	24983	1244	860	58	8	2	21	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC113.phe
HC1107	TTE_irritable_bowel_syndrome	NA	NA	NA	24983	32024	21986	1396	260	29	357	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1107.phe
HC1578	AD_ischaemic_stroke	NA	NA	NA	24983	6087	4127	264	88	5	91	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1578.phe
HC155	joint_disorder	NA	NA	NA	24983	2801	1906	137	25	2	41	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC155.phe
HC153	joint_pain	NA	NA	NA	24983	14093	9266	600	250	24	313	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC153.phe
HC864	TTE_keratitis	NA	NA	NA	24983	1561	1088	65	14	2	23	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC864.phe
cancer1034	kidney/renal_cell_cancer	NA	NA	NA	24983	1890	1293	80	15	2	28	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1034.phe
HC374	kidney_stone/ureter_stone/bladder_stone	NA	NA	NA	24983	4244	2986	202	14	8	48	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC374.phe
HC1416	TTE_labour_and_delivery_complicated_by_foetal_stress_[distress]	NA	NA	NA	24983	4334	2612	322	144	19	95	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1416.phe
HC1417	TTE_labour_and_delivery_complicated_by_umbilical_cord_complications	NA	NA	NA	24983	808	514	39	21	3	26	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1417.phe
HC196	labyrinthitis	NA	NA	NA	24983	1410	921	65	20	3	20	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC196.phe
cancer1020	large_bowel_cancer/colorectal_cancer	NA	NA	NA	24983	7497	5140	362	60	10	45	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1020.phe
cancer1048	leukaemia	NA	NA	NA	24983	1449	1009	74	7	0	12	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1048.phe
HC1162	TTE_lichen_planus	NA	NA	NA	24983	2273	1507	97	15	3	75	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1162.phe
HC1156	TTE_lichen_simplex_chronicus_and_prurigo	NA	NA	NA	24983	1583	1015	57	26	4	64	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1156.phe
HC194	liver/biliary/pancreas_problem	NA	NA	NA	24983	1013	681	61	4	3	10	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC194.phe
cancer1024	liver/hepatocellular_cancer	NA	NA	NA	24983	855	568	28	15	4	14	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1024.phe
HC1411	TTE_long_labour	NA	NA	NA	24983	2444	1501	187	32	6	46	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1411.phe
cancer1001	lung_cancer	NA	NA	NA	24983	3900	2585	210	32	5	28	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1001.phe
HC433	lymphoedema	NA	NA	NA	24983	1117	718	53	17	1	13	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC433.phe
cancer1047	lymphoma	NA	NA	NA	24983	3124	2120	154	16	6	28	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1047.phe
HC303	malabsorption/coeliac_disease	NA	NA	NA	24983	3281	2300	178	7	0	24	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC303.phe
cancer1038	male_genital_tract_cancer	NA	NA	NA	24983	5270	3794	199	68	3	31	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1038.phe
cancer1059	malignant_melanoma	NA	NA	NA	24983	6424	4618	347	2	4	3	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1059.phe
HC233	mania/bipolar_disorder/manic_depression	NA	NA	NA	24983	1535	978	116	19	0	20	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC233.phe
HC1396	TTE_maternal_care_for_known_or_suspected_abnormality_of_pelvic_organs	NA	NA	NA	24983	2059	1189	161	79	10	69	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1396.phe
HC1394	TTE_maternal_care_for_known_or_suspected_malpresentation_of_foetus	NA	NA	NA	24983	1555	998	103	30	2	32	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1394.phe
HC1389	TTE_maternal_care_for_other_conditions_predominantly_related_to_pregnancy	NA	NA	NA	24983	2519	1454	170	88	7	69	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1389.phe
HC1398	TTE_maternal_care_for_other_known_or_suspected_foetal_problems	NA	NA	NA	24983	2497	1548	145	71	9	63	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1398.phe
HC532	TTE_measles	NA	NA	NA	24983	8500	6213	300	30	2	24	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC532.phe
HC1371	TTE_medical_abortion	NA	NA	NA	24983	4025	2612	211	86	11	58	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1371.phe
HC253	meniere's_disease	NA	NA	NA	24983	1878	1283	79	5	1	13	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC253.phe
HC320	meningitis	NA	NA	NA	24983	2492	1710	126	18	3	16	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC320.phe
HC789	TTE_meningitis_due_to_other_and_unspecified_causes	NA	NA	NA	24983	2344	1617	118	13	3	17	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC789.phe
HC1362	TTE_menopausal_and_other_perimenopausal_disorders	NA	NA	NA	24983	36778	24860	1717	330	57	434	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1362.phe
HC277	menopausal_symptoms_/_menopause	NA	NA	NA	24983	728	510	31	10	2	7	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC277.phe
HC340	menorrhagia_(unknown_cause)	NA	NA	NA	24983	1812	1229	68	28	4	15	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC340.phe
HC754	TTE_mental_and_behavioural_disorders_associated_with_the_puerperium,_not_elsewhere_classified	NA	NA	NA	24983	1262	879	44	5	4	15	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC754.phe
HC719	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol	NA	NA	NA	24983	9794	6462	638	63	3	95	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC719.phe
HC726	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco	NA	NA	NA	24983	39286	25647	2110	443	51	534	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC726.phe
HC815	TTE_migraine	NA	NA	NA	24983	24327	16804	1079	169	21	267	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC815.phe
HC107	miscarriage	NA	NA	NA	24983	1623	1126	68	8	4	10	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC107.phe
HC432	mitral_valve_prolapse	NA	NA	NA	24983	869	611	44	7	0	7	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC432.phe
HC827	TTE_mononeuropathies_of_lower_limb	NA	NA	NA	24983	4818	3315	213	29	5	44	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC827.phe
HC826	TTE_mononeuropathies_of_upper_limb	NA	NA	NA	24983	22740	15211	968	267	40	345	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC826.phe
cancer1050	multiple_myeloma	NA	NA	NA	24983	968	641	52	29	1	12	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1050.phe
HC810	TTE_multiple_sclerosis	NA	NA	NA	24983	2370	1629	115	12	1	5	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC810.phe
HC930	TTE_multiple_valve_diseases	NA	NA	NA	24983	3159	2081	163	39	2	57	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC930.phe
HC548	TTE_mumps	NA	NA	NA	24983	5525	4012	200	22	5	34	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC548.phe
HC129	muscle_or_soft_tissue_injuries	NA	NA	NA	24983	4304	2994	208	46	7	51	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC129.phe
HC1174	TTE_nail_disorders	NA	NA	NA	24983	11187	7727	474	63	8	160	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1174.phe
HC263	nasal/sinus_disorder	NA	NA	NA	24983	2017	1393	95	8	2	28	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC263.phe
HC1024	TTE_nasal_polyp	NA	NA	NA	24983	7318	5027	328	40	6	82	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1024.phe
HC4	nephritis	NA	NA	NA	24983	2042	1297	93	32	3	50	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC4.phe
HC825	TTE_nerve_root_and_plexus_compressions_in_diseases_classified_elsewhere	NA	NA	NA	24983	6181	4157	250	92	3	96	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC825.phe
HC824	TTE_nerve_root_and_plexus_disorders	NA	NA	NA	24983	1205	824	40	6	2	17	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC824.phe
HC40	nervous_breakdown	NA	NA	NA	24983	757	548	27	4	1	4	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC40.phe
HC1314	TTE_neuromuscular_dysfunction_of_bladder,_not_elsewhere_classified	NA	NA	NA	24983	4870	3302	174	47	6	85	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1314.phe
cancer1053	non-hodgkins_lymphoma	NA	NA	NA	24983	2474	1679	112	11	5	26	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1053.phe
HC649	TTE_non-insulin-dependent_diabetes_mellitus	NA	NA	NA	24983	33259	20550	1354	806	72	1640	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC649.phe
cancer1060	non-melanoma_skin_cancer	NA	NA	NA	24983	28880	20707	1442	11	4	19	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1060.phe
HC1350	TTE_noninflammatory_disorders_of_ovary,_fallopian_tube_and_broad_ligament	NA	NA	NA	24983	12325	8086	653	163	31	122	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1350.phe
HC951	TTE_nonrheumatic_aortic_valve_disorders	NA	NA	NA	24983	4685	3172	262	36	6	67	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC951.phe
HC950	TTE_nonrheumatic_mitral_valve_disorders	NA	NA	NA	24983	4449	3032	216	38	6	65	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC950.phe
HC903	TTE_nonsuppurative_otitis_media	NA	NA	NA	24983	5883	4026	222	30	9	81	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC903.phe
HC689	TTE_obesity	NA	NA	NA	24983	33912	22666	1355	536	18	566	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC689.phe
